review,preprocessed_text,score,predicted_label,predicted_label_code,confidence_negatif,confidence_netral,confidence_positif,confidence_max
"maaf saya minta pengembalian dana gopay saya yg trpotong 600 K . saya TDK pernah tau berlangganan aplikasi ini saya mohon dikembalikan dana saya , terimakasih.semoga ada kebijakan untuk pengembalian dana gopay saya.saya. tidak tahu kenapa bisa berlangganan padahal saya tidak pernah tau aplikasi ini saya mohon kembalikan dana saya di gopay karena sangat membutuhkan uang dana tersebut.senin 11/08/25 aplikasi ini tanpa no. pin langsung otomatis terpotong gopay saya",maaf kembali dana gopay trpotong langgan aplikasi mohon kembali dana terimakasihsemoga bijak kembali dana gopay sayasaya langgan aplikasi mohon kembali dana gopay butuh uang dana tersebutsenin aplikasi langsung otomatis potong gopay,5,negatif,0,0.5937126546023477,0.2406133880794069,0.16567395731824539,0.5937126546023477
"kok dana aku ke tarik sendiri kak, tiba tiba banget berlangganan 😭🙏",dana tarik banget langgan,1,negatif,0,0.5772150713694011,0.17464736755460608,0.248137561075993,0.5772150713694011
anjir lah kebeli paket 1 tahun mana gak biss pengembalian dana lagi 🤮,anjir kebel paket biss kembali dana,1,negatif,0,0.5299240035102322,0.25375015196047246,0.21632584452929546,0.5299240035102322
"ngebug terus bjir, aku jalan lurus jadi belok"". mana aslinya cuma ±3km jadi 8km",ngebug bjir jalan lurus belok asli,2,negatif,0,0.4776451561994988,0.20686192035333786,0.3154929234471633,0.4776451561994988
otw jadi pesepeda kalcer🤭🤙🏻,sepeda kalcer,5,positif,2,0.3829067971914966,0.1936451751787241,0.4234480276297794,0.4234480276297794
"bagus, akurat tapi kenapa di icon bagi waktu di pencet tidak ada tulisan unduh dan waktu di pencet tampilan nya beda dengan yg lain... bagaimana cara unduhnya? terimakasih",bagus akurat icon pencet tulis unduh pencet tampil beda unduh terimakasih,4,positif,2,0.27905413424741576,0.35434301032387555,0.36660285542870874,0.36660285542870874
lebih mantap lagi kalau gratis,bagus gratis,5,positif,2,0.14145263310762732,0.29521711157278907,0.5633302553195837,0.5633302553195837
tidak dapat masuk,masuk,1,negatif,0,0.4603919119220067,0.23437866816712014,0.30522941991087327,0.4603919119220067
apk gajelass GPS nya gak sesuai,aplikasi gajelass sesuai,1,negatif,0,0.5773042946001986,0.11564291431283033,0.30705279108697103,0.5773042946001986
apo ang mintak Piti Lo ke dana. 600 lobio .... kampie. dak Ado den boli2 siko do. tau ang.,mintak dana lobio kampie siko,1,negatif,0,0.5439168725758117,0.22581379573316723,0.23026933169102115,0.5439168725758117
apa ni apk tanpa pertanggungjawaban nya masak an saldo sayaa bisaa kesedot 600 rb sedangkan sayaa cuman 2 atau 3 klii pakek apk ini saldo sayaa bisa ke sedot sampek 609 rb sedangkan sana tidak melakukan pembayaran dia malah nyedott saldo sanaa langsung dri DANA sayaa mintak pertanggungjawaban nya dong,aplikasi pertanggungjawaban masak saldo sayaa bisaa sedot sayaa cuman klii pakek aplikasi saldo sayaa sedot sampek bayar nyedott saldo sanaa langsung dana sayaa mintak pertanggungjawaban,1,negatif,0,0.5488317656076863,0.17595082862134098,0.2752174057709726,0.5488317656076863
"ini apk apaansih, saya tidak pernah instal aplikasi ini sama sekali, ini saya instal karena ada dana yang terpotong 600k dengan riwayat penerima com.strava, berlangganan pun tidak pernah",aplikasi apaansih instal aplikasi instal dana potong riwayat terima comstrava langgan,1,negatif,0,0.5244342439410976,0.1731942833575474,0.3023714727013551,0.5244342439410976
woi ini gimana pace malah gaada malah ada kenaikan elev tolong gimana caranya biar ada pace nya,gimana pace gaada naik elev tolong gimana biar pace,1,negatif,0,0.41883972861011826,0.3164323812697306,0.26472789012015113,0.41883972861011826
"saya suka aplikasi ini, tetapi kenapa beberapa kali hasil waktunya tidak sesuai. saat aplikasi berjalan menunjukkan 3 jam, namun saat selesai aktivitas waktu hanya 1jam 15 menit. kenapa ya? tolong diperbaiki strava",suka aplikasi kali hasil sesuai aplikasi jalan selesai aktivitas menit tolong baik strava,2,negatif,0,0.6403612897087101,0.13386367701454874,0.22577503327674114,0.6403612897087101
"gajelas banyak gangguan banget dah ni aplikasi, banyak bug mental mulu gabisa login",gajelas ganggu banget aplikasi mental mulu gabisa login,1,negatif,0,0.5164677625581177,0.17610419866972557,0.30742803877215674,0.5164677625581177
hidup Indonesia,hidup indonesia,5,positif,2,0.35957261697568116,0.19207634788271777,0.4483510351416011,0.4483510351416011
tolong kembalikan uang saya yang bernilai 609k itu uang untuk berobat ibu saya😭,tolong kembali uang nila uang obat,1,negatif,0,0.6771429841728198,0.1597766470503684,0.16308036877681187,0.6771429841728198
sekarang tidak bisa di unduh/download hasil map strava,unduhdownload hasil strava,1,negatif,0,0.454186739682371,0.22088090382027703,0.324932356497352,0.454186739682371
apakah cuma saya yang gx bisa masuk ke aplikasi ini 🤣🤣🤣,masuk aplikasi,2,negatif,0,0.47453294237181687,0.1751469294063052,0.35032012822187797,0.47453294237181687
"sangat tidak di rekomendasikan, kebanyakan bug dan eror, padahal dulu pernah download strava baik"" aja, ganiat bikin aplikasi hapus aja",rekomendasi banyak eror download strava ganiat bikin aplikasi hapus,1,negatif,0,0.45492777612057494,0.21163563693078966,0.3334365869486354,0.45492777612057494
ga jelas mapsnya error. percuma dipremiumin tp hasilnya malah ga jelas.,mapsnya error dipremiumin hasil,1,negatif,0,0.5004906272115055,0.23658724122440547,0.262922131564089,0.5004906272115055
"Tidak bisa login, tolong diperbaiki. Terima kasih",login tolong baik terima kasih,1,negatif,0,0.580270434483451,0.2295667233207666,0.19016284219578256,0.580270434483451
eror enggak bisa masukin imel,eror masukin imel,2,negatif,0,0.47906393622912274,0.3091291390553977,0.21180692471547954,0.47906393622912274
"Ya Allah tolong kembalikan uang saya, tiba tiba ketarik otomatis di akun DANA saya senilai 609.390. itu sepertinya tidak sengaka kepencet fitur berlangganan nya, saya mohon kembalikan uang saya, saya sangat membutuhkannya",allah tolong kembali uang tarik otomatis akun dana nila sengaka pencet fitur langgan mohon kembali uang butuh,1,negatif,0,0.6453057743094465,0.2062395944679508,0.1484546312226026,0.6453057743094465
Tolong diperbaiki lagi min. udah brapa kali bolak balik unistal selalu eror gabisa login kdang mau seringnya tiba2 eror,tolong baik brapa kali bolak unistal eror gabisa login kdang eror,2,negatif,0,0.5426471831615949,0.30627924911609944,0.15107356772230573,0.5426471831615949
Sangat bagus sekali aplikasi nya saya lari dari Palembang menuju Bali sangat senang,bagus aplikasi lari palembang senang,5,positif,2,0.1971121158575489,0.1775105845044791,0.6253772996379722,0.6253772996379722
"dana saya kepotong otomatis karena aplikasi ini, dan saya tidak merasa berlangganan dengan aplikasi ini, mohon bantuan nya tolong kembaliikan dana saya karena saya sangat memerlukan dana tersebut",dana potong otomatis aplikasi langgan aplikasi mohon bantu tolong kembaliikan dana dana,1,negatif,0,0.5778842410701911,0.16484571649956328,0.25727004243024554,0.5778842410701911
gak jelas aku gak berlanggannan malah di ambil 33.300k,berlanggannan ambil,1,negatif,0,0.4361822805329796,0.22564366618614937,0.3381740532808711,0.4361822805329796
bikin boros baterai hp,bikin boros baterai,1,negatif,0,0.4860601672299155,0.19308107235287586,0.32085876041720857,0.4860601672299155
jarak dan waktu nya sering ngaco,jarak ngaco,2,negatif,0,0.5320029188416749,0.18738001659384987,0.2806170645644752,0.5320029188416749
GK bisa lihat jam berhenti aktifitas,lihat henti aktifitas,4,positif,2,0.3685548370470082,0.23136250611002074,0.40008265684297106,0.40008265684297106
"awal make gk ada masalah, setelah bbrpa hari pke tiba"" error gk bisa login ke akun, tlg perbaiki/ ksh arahan ke saya,biar sy lebih enjoy pakai strava ini🙏",make bbrpa error login akun baik arah sayabiar enjoy pakai strava,4,negatif,0,0.5813807216163424,0.15960818808962116,0.25901109029403646,0.5813807216163424
tolong kembalikan uang saya min tiba2 ketarik 609.000 saya sangat membuatuhkan uang itu min. tidak ada pemberitahuan bahwa saya berlangganan tolong yaaaa,tolong kembali uang admin tarik membuatuhkan uang pemberitahuan langgan tolong yaaaa,1,negatif,0,0.7335602547887519,0.1645404278931939,0.10189931731805432,0.7335602547887519
huawei gt5 tidak terbaca,huawei baca,3,negatif,0,0.41405630395748166,0.21478921246605887,0.37115448357645947,0.41405630395748166
"tidak bisa share activity di grup, servernya slow terus mengecewakan",share activity grup servernya slow kecewa,1,negatif,0,0.5238944615783225,0.2140952632225221,0.2620102751991554,0.5238944615783225
"big stuck di loading dan muter muter aja gk jalan jalan aplikasinya tapi pas buka apk lain aman aman aja, pas buka strava cuma bisa buka rutenya yang lain gk bisa alias loading",stuck loading muter muter jalan jalan aplikasi buka aplikasi aman aman buka strava buka rute alias loading,2,negatif,0,0.4873260322840488,0.21326536913587266,0.2994085985800785,0.4873260322840488
wow amazing ini yang papa cari selama ini✋🏻😂🤚🏻,amazing papa cari,5,negatif,0,0.44520050499236413,0.2048347387506244,0.3499647562570114,0.44520050499236413
bagus dan fitur lengkap,bagus fitur lengkap,5,positif,2,0.15867618155317537,0.27392135475461526,0.5674024636922094,0.5674024636922094
aplikasi yg sangat membantu.. mohon di tambah fitur gratisnya..😁😁😁,aplikasi bantu mohon fitur gratis,5,positif,2,0.21037415534085432,0.26027543983415324,0.5293504048249924,0.5293504048249924
aplikasi nya bagu,aplikasi bagu,4,positif,2,0.4419097526606714,0.10351175307936962,0.4545784942599591,0.4545784942599591
kenapa setiap masukan email gak bisa,masuk email,3,negatif,0,0.4603919119220067,0.23437866816712014,0.30522941991087327,0.4603919119220067
ngga tau pas buka peta untuk di lihat malah langsung close aplikasi nya dan terus berulang kali,ngga buka peta lihat langsung close aplikasi ulang kali,2,negatif,0,0.4535807113244834,0.2149978957934416,0.33142139288207495,0.4535807113244834
APLIKASI INI MEMILIKI MASALAH SERVER,aplikasi milik server,1,negatif,0,0.40915493755194293,0.25405317946274114,0.3367918829853159,0.40915493755194293
saldo dana saya tbtb langsung ke tarik lah mana 600k lagi..tolongg kembalikannn yaallah,saldo dana tbtb langsung tarik lagitolongg kembalikannn yaallah,1,negatif,0,0.5575575537630032,0.1909858571393756,0.25145658909762136,0.5575575537630032
kok saya gabisa daftar untuk pertama kalinya?,gabisa daftar kali,3,negatif,0,0.4615299767962949,0.251804662782504,0.286665360421201,0.4615299767962949
"susah login padahal udh punya akun, dan ga akurat",susah login akun akurat,1,negatif,0,0.5212106862706766,0.18601012033192807,0.2927791933973953,0.5212106862706766
apalah error trus,error trus,1,negatif,0,0.508705246588148,0.20641251374225933,0.28488223966959275,0.508705246588148
"aplikasi selama ini lemot,dulu gak lemot gini",aplikasi lemotdulu,1,positif,2,0.4419097526606714,0.10351175307936962,0.4545784942599591,0.4545784942599591
"saya coba yang foto rute transparan bisa didownload cuma gabisa terbaca sama hp, cuma garis garis eror doang",coba foto rute transparan didownload gabisa baca garis garis eror doang,2,negatif,0,0.4467341895289981,0.3042919135621058,0.24897389690889607,0.4467341895289981
"tolong kembalikan dana saya sebesar Rp600.390 karena saya tidak merasa berlangganan tiba"" transaksi sendirian tanpa di ketahui oleh saya,mohon tindakan untuk tim strava untuk mengembalikan dana saya sebesar Rp 600.390 .saya udah coba refund di google ternyata ditolak oleh google,saya mohon bantuannya tim strava untuk tindak lanjut masalah ini.untuk secepatnya untuk di kembalikan!!!!!!!!!",tolong kembali dana langgan transaksi tahu sayamohon tindak strava kembali dana coba refund google tolak googlesaya mohon bantu strava tindak iniuntuk cepat kembali,1,negatif,0,0.5626149909926129,0.2265242841519736,0.21086072485541343,0.5626149909926129
bagus buat bersemangat,bagus semangat,5,positif,2,0.11833506159674638,0.16100185963360314,0.7206630787696505,0.7206630787696505
"tolong dong di perbaiki, saya udh lari 4/5 km tapi selalu gak terhitung jarak nya. ini udh bagus tapi tolong banget ini mah di perbaiki lagi",tolong baik lari hitung jarak bagus tolong banget baik,2,negatif,0,0.5001070471700144,0.22026765589872693,0.2796252969312586,0.5001070471700144
Timer masih aktif tapi km ga nambah padahal masih gerak🗿,timer aktif nambah gerak,4,negatif,0,0.42709417950498835,0.21082738873689855,0.36207843175811316,0.42709417950498835
ga bisa login terkendala masalah terus,login kendala,3,negatif,0,0.5229683079751787,0.19789022924399072,0.2791414627808307,0.5229683079751787
kenapa pas daftar gabisaa yaa?? katanya erorrr.. :(((,daftar gabisaa erorrr,2,negatif,0,0.5474321589278635,0.18655588342017212,0.26601195765196434,0.5474321589278635
udah di batalin langganan tp dananya gak kembali,batalin langgan dana,5,negatif,0,0.5812548733704683,0.24601213710058326,0.17273298952894842,0.5812548733704683
"selamat malam mohon di bantu kebijakan dalam fitur nya, saya tidak merasa berlangganan, tapi kenapa uang saya di tarik otomatis dari dana saya",selamat malam mohon bantu bijak fitur langgan uang tarik otomatis dana,3,negatif,0,0.5218286547524538,0.1891395975423357,0.28903174770521045,0.5218286547524538
Lumayanlah gua muter dikamar 6 jem langsung 1 km,lumayan muter kamar langsung,2,negatif,0,0.40595785919200683,0.19342586131711031,0.40061627949088285,0.40595785919200683
gw dirumah sakit krn ini,rumah sakit,1,negatif,0,0.41405630395748166,0.21478921246605887,0.37115448357645947,0.41405630395748166
"setalah saya menggunakan aplikasi dari saya gak bisa masak nasi goreng sekarang saya bisa masak mie ayam, terimakasih starvaaa",seta aplikasi masak nasi goreng masak ayam terimakasih starvaaa,5,negatif,0,0.34630277814545807,0.3286190664862759,0.32507815536826606,0.34630277814545807
"Mohon bantuannya dari pihak strava agar uang saya bisa secepatnya kembali. Uang saya kemarin ketarik sebesar 609.390 dari ovo, padahal saya tidak merasa menggunakan akun pro.",mohon bantu strava uang cepat uang kemarin tarik akun,1,negatif,0,0.5491069724942098,0.12769246289676248,0.32320056460902785,0.5491069724942098
ga bisa di buka setelah pemakaian aplikasi ini 2 bulan,buka pakai aplikasi,2,negatif,0,0.3936743167769952,0.22382407367441343,0.38250160954859125,0.3936743167769952
masa harus msukin email tanggal ulang tahun yang benar padahal udah benar tanggal ulang tahunnya,msukin email tanggal ulang tanggal ulang tahun,1,negatif,0,0.4894315187164822,0.19323263430519289,0.31733584697832495,0.4894315187164822
sumpah gak guna bener servernya tiap login selalu aja gagal 🙂 keterlaluan ini ada tugas lari 10 km aja jadi kelewatkan harus pake aplikasi lain dan sungguh dirugikan sekali wahai atrava!,sumpah bener servernya login gagal tugas lari lewat pake aplikasi sungguh rugi atrava,1,negatif,0,0.5125345305419086,0.1807870348440327,0.3066784346140588,0.5125345305419086
"balikin pengenbalian dana saya, tidak merasa berlangganan kok dipotong saldo saya",balikin pengenbalian dana langgan potong saldo,1,negatif,0,0.5908048094196199,0.18944831983156915,0.21974687074881102,0.5908048094196199
"Padahal sudah suka sama Strava, tapi sekarang sering error, fitur pelacakan GPS yang tidak akurat, map-nya sering loncat2. jadi jaraknya tidak sesui",suka strava error fitur lacak akurat loncat jarak sesui,1,negatif,0,0.485577894284465,0.23890693274437355,0.2755151729711614,0.485577894284465
tolong ya min jgn ada fitur langanan jadinya yg suka lagi gk pindah aplikasi,tolong admin fitur langanan suka pindah aplikasi,5,negatif,0,0.511308859665024,0.20675699313999363,0.2819341471949822,0.511308859665024
"Waktu, jarak dan pace enggak sesuai. Terlebih lagi sering terkeluar dari aplikasi",jarak pace sesuai keluar aplikasi,1,negatif,0,0.5682865348827953,0.15609399460955362,0.2756194705076512,0.5682865348827953
Saldo dana saya sebesar 609.000 di ambil tanpa sepengetahuan saya dan tanpa ada proses apapun. Mohon terima pengajuan saldo dana saya dan segera di kembalikan.,saldo dana ambil tahu proses mohon terima saldo dana kembali,1,negatif,0,0.5975009393363708,0.19242309622936732,0.21007596443426188,0.5975009393363708
Aplikasi bermasalah,aplikasi masalah,1,negatif,0,0.4270533669685782,0.14616931737479813,0.42677731565662363,0.4270533669685782
"uang saya kesedott ,609000 ,pliss kembaliinnn aku butuhh uangg ituuuuuu",uang kesedott pliss kembaliinnn butuhh uangg ituuuuuu,1,negatif,0,0.5427589755064709,0.18219048317777622,0.2750505413157529,0.5427589755064709
fitur kalorinya harus premium anjir,fitur kalori premium anjir,1,positif,2,0.3190344566678754,0.3241929806617044,0.3567725626704203,0.3567725626704203
akurasi tepat,akurasi,5,positif,2,0.3875555512806069,0.19474928236376146,0.4176951663556317,0.4176951663556317
GK bisa buat akun,akun,1,negatif,0,0.5095263562247351,0.19197047668607864,0.2985031670891864,0.5095263562247351
"melakukan transaksi tanpa pemberitahuan, dan merugikan",transaksi pemberitahuan rugi,1,negatif,0,0.47464778165170857,0.19441881035458902,0.3309334079937024,0.47464778165170857
"Mantap, dapet promo gratis selama 30 hari",mantap dapet promo gratis,4,negatif,0,0.37476818246948884,0.2674659912119763,0.3577658263185348,0.37476818246948884
selama ini gw pakai mtb doltrap 80kmh 🤮,pakai doltrap,5,positif,2,0.39407730171392036,0.18437864721586655,0.4215440510702131,0.4215440510702131
"sekarang harus pakai wifi,",pakai wifi,2,negatif,0,0.4181082859840305,0.18986037006604045,0.3920313439499291,0.4181082859840305
"haii stravaa,, bisakah anda mengembalikan uang saya 609ribu?? saya tidak melakukan transaksi apapun mengapa anda mengambil dana saya tanpa izinn??? kembalikan dana saya sekarang jugaa..",stravaa kembali uang ribu transaksi ambil dana izinn kembali dana jugaa,1,negatif,0,0.5833010180484965,0.20221208488169337,0.21448689706981017,0.5833010180484965
"masih bug min🤦 saya lari 11kilo malah jadi 14 kilo, rutenya juga TDK beraturan alias ngawur🤦 tolong di benahi",lari kilo kilo rute atur alias ngawur tolong benah,3,negatif,0,0.498613321655898,0.250131532715213,0.25125514562888895,0.498613321655898
maps tidak merespon sesuai jalur..sangat tidak efektif,maps merespon sesuai jalursangat efektif,1,negatif,0,0.5835723375921082,0.15646414353815738,0.25996351886973434,0.5835723375921082
Kok strava saya ga bisa buka data sih... mohon di jawab pihak developer strava?,strava buka data mohon developer strava,5,negatif,0,0.48928216361964166,0.2297541631106195,0.2809636732697387,0.48928216361964166
"yaallah tolong kembali kan uang saya 610k itu buat makan untuk sebulan kedepan yaallah aku mohon banget ,tiba ' banget hilang ,saya sekarang belom makan sama sekali yaallah binggung mau gimana mau cari kemana plis admin strava",yaallah tolong uang makan bulan depan yaallah mohon banget banget hilang makan yaallah binggung gimana cari mana plis admin strava,1,negatif,0,0.5263597657209463,0.2003176664876869,0.2733225677913668,0.5263597657209463
"Yaallah tolong kembalikan uang saya, tiba2 ketarik otomatis di akun DANA saya senilai 609.390, itu sepertinya tidak sengaja keepncet fitur langganan nya, saya mohon kembalikan uang saya, saya sangat membutuhkannya tolong secepatnya",yaallah tolong kembali uang tarik otomatis akun dana nila sengaja keepncet fitur langgan mohon kembali uang butuh tolong cepat,2,negatif,0,0.6555297088160886,0.19800374075145766,0.1464665504324537,0.6555297088160886
"sudah d download dan isi daftar tapi gagal terus pdhal sudah sesuai, gak jelas banget",download daftar gagal pdhal sesuai banget,1,negatif,0,0.556675404058022,0.17554006446769319,0.26778453147428494,0.556675404058022
aplikasi yg sangat membantu untuk semua orang yg mau sehat,aplikasi bantu orang sehat,5,positif,2,0.20116580951417243,0.11073870111485036,0.6880954893709773,0.6880954893709773
saya menggunakan strava dari akhir 2024 dan berjalan baik sampai update tampilan antarmuka. puncaknya pagi ini aplikasi tidak bisa dibuka dan muncul notifikasi bahwa aplikasi memiliki bug. semoga segera dapat diperbaiki. saya senang menggunakan strava,strava jalan update tampil antarmuka puncak pagi aplikasi buka muncul notifikasi aplikasi milik moga baik senang strava,3,negatif,0,0.5084048819397994,0.17965978749657546,0.3119353305636251,0.5084048819397994
"gak jelas, memotong saldo orang tanpa sepengetahuan saya, tiba tiba berlangganan gak jelas padahal tanpa sepengetahuan saya saldo di dana saya terpotong 609.390 tanpa memasukan pin, dan sudah di ajukan ke google play tidak mau kembalikan saldo saya dari pihak strava",potong saldo orang tahu langgan tahu saldo dana potong pasu google play kembali saldo strava,1,negatif,0,0.602214846209225,0.16973992264854618,0.22804523114222894,0.602214846209225
koq susah banget buka aplikasinya ya. muter-muter terus,susah banget buka aplikasi mutermuter,1,negatif,0,0.45641511439471444,0.19015993891121546,0.35342494669407004,0.45641511439471444
mantap sangat ber manfaat untuk pembinaan fisik,bagus manfaat bina fisik,4,positif,2,0.15998545249239932,0.18288451849506876,0.6571300290125319,0.6571300290125319
"Saya kecewa sama strava, saya padahal tidak pernah berlangganan tiba tiba ini apk nyedot uang di dana.",kecewa strava langgan aplikasi nyedot uang dana,1,negatif,0,0.6861576696832564,0.13525050085593066,0.17859182946081287,0.6861576696832564
"bagi admin starva tolong kembalikan uang sya sebesar 609.390,00tolong di kembalikan sya bituh uang itu anda sebagai admin kalau mau ngambil saldo harusnya ada pemberitahuan dulu ga langsung lu ambil ambil aja lu udah kaya malah ngambil uang bukan hak lo tolong lah kembalikan uang itu gw mau pake buat bayar semester",admin starva tolong kembali uang tolong kembali bituh uang admin ngambil saldo pemberitahuan langsung ambil ambil kaya ngambil uang tolong kembali uang pake bayar semester,1,negatif,0,0.707530719127024,0.17222991881621144,0.12023936205676444,0.707530719127024
saya pas daftar tidak bisa masuk dan terjadi error atau keluar dari apk,daftar masuk error aplikasi,2,negatif,0,0.5893255635814095,0.17133287482546108,0.2393415615931294,0.5893255635814095
"gak bisa login karna servernya keganggu terus, udah lama saya menunggu itu.",login karna servernya ganggu tunggu,1,negatif,0,0.5183103915585574,0.1891939728916751,0.29249563554976765,0.5183103915585574
kak mohon maaf boleh minta refund saldo dana saya terpotong otomatis terimakasih,mohon maaf refund saldo dana potong otomatis terimakasih,1,negatif,0,0.49183234386677527,0.2759671948806976,0.23220046125252713,0.49183234386677527
"kembalikan uang saya 609.390 rb .saya sudah tidak menggunakan aplikai STRAVA sudah lama akan tetapi ada transaksi tidak di ketahui di akun saya tiba tiba saldo dana saya habissss dann aaya sudh komplain trus melapor ke pihak google.trus pihak dana dan sekarang ini.dan di dana sudah tidak bisa di kemablikan karna pembayaran sudah berhasil,tetapi dari pihak saya tidak ada pemberitahuan .ini sangat merugikkan kepada pihak SETRAVAAAA mohon kebijakan nyaa dan TANGGUNG JAWAB sebagai pengelola.",kembali uang aplikai strava transaksi tahu akun saldo dana habissss dann aaya sudh komplain trus lapor googletrus dana inidan dana kemablikan karna bayar berhasiltetapi pemberitahuan merugikkan setravaaaa mohon bijak nyaa tanggung kelola,1,negatif,0,0.6621998468328633,0.17929999648881886,0.15850015667831788,0.6621998468328633
"tiba tiba dana kepotong akibat strava, padahal cuman uji coba gratis",dana potong akibat strava cuman coba gratis,1,negatif,0,0.4702224697033909,0.27941677659284064,0.2503607537037684,0.4702224697033909
kadang tidak sesuai kilometer nya sama jarak yang kita tempuh,kadang sesuai kilometer jarak tempuh,1,negatif,0,0.603021124928521,0.1615079892942646,0.2354708857772143,0.603021124928521
penghitungan nya ga sesuai,hitung sesuai,1,negatif,0,0.5299990985409598,0.22908113626657137,0.24091976519246888,0.5299990985409598
"tolong kembalikan dana berlangganan senilai 609rb, kenapa saya otomatis harus bayar biaya langganan selama setahun. Padahal dari awal menggunakan aplikasi tidak pernah menggunakan fitur premium. sudah coba refund lewat google play store, tapi tolong dibantu percepat lah dari depeloper untuk uang saya bisa kembali dalam waktu satu hari !!!",tolong kembali dana langgan nila otomatis bayar biaya langgan tahun aplikasi fitur premium coba refund google play store tolong bantu cepat depeloper uang,1,negatif,0,0.5883550145635287,0.23248934443999225,0.17915564099647904,0.5883550145635287
"aplikasi yang berguna untuk lari, tetapi kenapa saat saya login ulang, di halaman aplikasi tertulis server eror, itu sangat menggangu sehingga saya perlu menggunakan vpn agar kembali normal. tolong di perbaiki. terima kasih🙏",aplikasi guna lari login ulang halaman aplikasi tulis server eror menggangu normal tolong baik terima kasih,4,negatif,0,0.4887370160126644,0.21992098307801078,0.2913420009093249,0.4887370160126644
"masak iya saya jogging speed keong tercatat pace 3, gps sering error, tp error yg bagus 👍🏼",masak jogging speed keong catat pace error error bagus,5,negatif,0,0.3890972243641106,0.2320451081090738,0.3788576675268155,0.3890972243641106
akurat dan sangat bermanfaat,akurat manfaat,5,positif,2,0.31388202755801015,0.17996540745289355,0.5061525649890963,0.5061525649890963
"apaan cok candance harus nya di sesuaikan dlu masa pace kecil candance nya di bawah 150 sedangkan tb 160, candance nya sesuaikan sama pace + tb aja dah yang di tanyakan di awan",candance sesuai pace candance candance sesuai pace awan,2,negatif,0,0.5424174227535752,0.16150477734061316,0.2960777999058117,0.5424174227535752
sering error ketika menyimpan aktifitas padahal koneksi internet bagus!!,error simpan aktifitas koneksi internet bagus,1,positif,2,0.3218332513679499,0.2796131249157235,0.39855362371632663,0.39855362371632663
aplikasi pencatatan olahraga yg sangat bagus,aplikasi catat olahraga bagus,5,positif,2,0.1475496446417382,0.10865513394074533,0.7437952214175164,0.7437952214175164
aplikasi nya bagus banget,aplikasi bagus banget,5,positif,2,0.1964213139621287,0.11161710718376765,0.6919615788541036,0.6919615788541036
"aduh gimana si apk gaje, login server selalu masalah, emang apk kurang berguna",aduh gimana aplikasi gaje login server emang aplikasi guna,1,positif,2,0.399203074124061,0.1932246683201666,0.40757225755577237,0.40757225755577237
"600rb cman utk apk ini,dan itupun nggak sengaja ternyata aku msh berlangganan,sedangkan saya sdh tdk pakai apk ini,melayang sdh 600rb ku",cman aplikasi inidan sengaja berlangganansedangkan pakai aplikasi inimelayang,1,negatif,0,0.4442462610439377,0.1325088047751138,0.4232449341809485,0.4442462610439377
download terpaksa karena tugas 💁🏼‍♀️💔menuhin memo tok,download paksa tugas menuhin memo,1,negatif,0,0.3864236938382036,0.2641833055715734,0.34939300059022294,0.3864236938382036
"Saya ingin melaporkan bahwa pada tanggal [25 juli 2025], saldo DANA saya sebesar Rp [609.390] telah terpotong secara otomatis oleh aplikasi Strava. Saya tidak merasa melakukan transaksi berlangganan atau menyetujui pembayaran tersebu",lapor tanggal juli saldo dana potong otomatis aplikasi strava transaksi langgan tuju bayar sebu,1,negatif,0,0.6173035537088666,0.16268797259870169,0.22000847369243176,0.6173035537088666
"yaAllah, tolong admin Strava tolong kembalikan uang saya, saya tidak langganan kok tiba"" saldo saya otomatis ketarik saldo saya senilai, 609.390.00,tolong admin strava kembalikan uang saya🙏",yaallah tolong admin strava tolong kembali uang langgan saldo otomatis tarik saldo nila tolong admin strava kembali uang,1,negatif,0,0.7119192340058671,0.1556472152364987,0.13243355075763422,0.7119192340058671
pemberi semangat,beri semangat,5,positif,2,0.3120156480434219,0.18729739588178454,0.5006869560747935,0.5006869560747935
bagus & akurat,bagus akurat,5,positif,2,0.14823153099436367,0.2091951733375017,0.6425732956681346,0.6425732956681346
"Versi terbaru makin ngelag, lemot, lelet, siput, lambat, loading",versi baru ngelag lelet siput lambat loading,1,negatif,0,0.4860641718437073,0.2028616892463715,0.31107413890992114,0.4860641718437073
saya suka menggunakannya. tapi gimana merubah yang ada hasil brp banyak langkahnya,suka guna gimana rubah hasil langkah,5,negatif,0,0.42027000717913027,0.22638618540947844,0.35334380741139126,0.42027000717913027
aplikasi nya bagus berguna sekali buat Joging Olahraga Sepeda renang,aplikasi bagus guna joging olahraga sepeda renang,5,positif,2,0.13335654712482414,0.10112772144034732,0.7655157314348284,0.7655157314348284
tolong kembalikan uang saya tiba² ketarik otomatis di akun DANA saya sebesar 609.390 itu sepertinya tidak di sengaja kepencet fitur langanan nya saya mohonlah kembalikan uang saya itu untuk saya sekolah,tolong kembali uang tarik otomatis akun dana sengaja pencet fitur langanan mohon kembali uang sekolah,1,negatif,0,0.6344987428154112,0.20785336772534374,0.15764788945924513,0.6344987428154112
"Bug di Elevasi, padahal tidak menanjak tapi terhitung elevasi yang signifikan",elevasi tanjak hitung elevasi signifikan,1,negatif,0,0.4386386324119844,0.2384902935720755,0.32287107401594006,0.4386386324119844
